"index","date","location","speed","position","daytime","weather","class","source direction","mic","channel"
"2333","2019-11-18-15-45","Langewiesener-Strasse","50","1264578","A","D","C","R","SE","34"
"2334","2019-11-18-15-45","Langewiesener-Strasse","50","2573456","A","D","C","R","SE","34"
"2335","2019-11-19-08-30","Langewiesener-Strasse","50","82952","M","D","C","R","SE","34"
"2336","2019-11-18-16-40","Langewiesener-Strasse","50","1076071","A","D","T","R","SE","34"
"2337","2019-11-19-08-30","Langewiesener-Strasse","50","222704","M","D","C","L","SE","34"
"2338","2019-11-18-07-25","Langewiesener-Strasse","50","1610696","M","D","C","R","SE","34"
"2339","2019-11-13-15-55","Schleusinger-Allee","70","2530029","A","D","C","L","SE","34"
"2340","2019-11-18-16-40","Langewiesener-Strasse","50","1949816","A","D","C","L","SE","34"
"2341","2019-11-18-16-40","Langewiesener-Strasse","50","347767","A","D","C","L","SE","34"
"2342","2019-11-19-16-30","Langewiesener-Strasse","50","1673624","A","D","C","R","SE","34"
"2343","2019-11-19-16-30","Langewiesener-Strasse","50","794408","A","D","C","R","SE","34"
"2344","2019-11-13-15-55","Schleusinger-Allee","70","1542786","A","D","C","R","SE","34"
"2345","2019-11-13-15-55","Schleusinger-Allee","70","2037933","A","D","C","L","SE","34"
"2346","2019-11-19-07-25","Langewiesener-Strasse","50","3354848","M","D","C","L","SE","34"
"2347","2019-11-19-07-25","Langewiesener-Strasse","50","966368","M","D","T","L","SE","34"
"2348","2019-11-19-16-30","Langewiesener-Strasse","50","1951064","A","D","C","L","SE","34"
"2349","2019-11-13-08-00","Schleusinger-Allee","70","119320","M","W","C","L","SE","34"
"2350","2019-11-18-16-40","Langewiesener-Strasse","50","372930","A","D","C","L","SE","34"
"2351","2019-11-19-07-25","Langewiesener-Strasse","50","3288608","M","D","T","L","SE","34"
"2352","2019-11-18-16-40","Langewiesener-Strasse","50","152407","A","D","C","R","SE","34"
"2353","2019-10-22-16-35","Fraunhofer-IDMT","30","965357","A","D","C","L","SE","34"
"2354","2019-11-19-16-30","Langewiesener-Strasse","50","1310743","A","D","C","L","SE","34"
"2355","2019-11-18-15-45","Langewiesener-Strasse","50","2349992","A","D","T","R","SE","34"
"2356","2019-11-19-07-25","Langewiesener-Strasse","50","646808","M","D","C","R","SE","34"
"2357","2019-10-23-08-35","Fraunhofer-IDMT","30","1686552","M","D","C","L","SE","34"
"2358","2020-08-29-16-07","Hohenwarte","unknown","3876803","M","D","M","L","SE","12"
"2359","2019-11-18-15-45","Langewiesener-Strasse","50","139906","A","D","C","L","SE","34"
"2360","2019-11-19-08-30","Langewiesener-Strasse","50","1600226","M","D","C","L","SE","34"
"2361","2019-11-19-15-25","Langewiesener-Strasse","50","3153666","A","D","C","R","SE","34"
"2362","2019-11-13-08-00","Schleusinger-Allee","70","1517048","M","W","T","R","SE","34"
"2363","2019-11-19-07-25","Langewiesener-Strasse","50","500797","M","D","C","L","SE","34"
"2364","2019-11-13-08-00","Schleusinger-Allee","70","669176","M","W","C","R","SE","34"
"2365","2019-11-18-07-25","Langewiesener-Strasse","50","1727384","M","D","C","L","SE","34"
"2366","2019-11-13-15-55","Schleusinger-Allee","70","1923714","A","D","C","R","SE","34"
"2367","2019-10-22-15-30","Fraunhofer-IDMT","30","2902936","A","D","C","L","SE","34"
"2368","2019-11-13-15-55","Schleusinger-Allee","70","3543746","A","D","T","L","SE","34"
"2369","2019-11-13-15-30","Schleusinger-Allee","70","914029","A","D","C","R","SE","34"
"2370","2019-11-18-15-45","Langewiesener-Strasse","50","1527000","A","D","C","L","SE","34"
"2371","2019-11-18-15-45","Langewiesener-Strasse","50","547016","A","D","C","R","SE","34"
"2372","2019-11-18-16-40","Langewiesener-Strasse","50","2453143","A","D","C","R","SE","34"
"2373","2019-11-19-16-30","Langewiesener-Strasse","50","1228760","A","D","C","R","SE","34"
"2374","2019-11-12-16-00","Schleusinger-Allee","70","1920386","A","W","C","R","SE","34"
"2375","2019-11-12-09-00","Schleusinger-Allee","70","225453","M","W","C","L","SE","34"
"2376","2019-11-19-15-25","Langewiesener-Strasse","50","3369474","A","D","C","L","SE","34"
"2377","2019-11-18-15-45","Langewiesener-Strasse","50","2589848","A","D","C","L","SE","34"
"2378","2019-11-19-07-25","Langewiesener-Strasse","50","2609792","M","D","T","L","SE","34"
"2379","2019-11-19-08-30","Langewiesener-Strasse","50","66413","M","D","C","R","SE","34"
"2380","2019-11-19-08-30","Langewiesener-Strasse","50","951368","M","D","C","L","SE","34"
"2381","2019-10-22-16-35","Fraunhofer-IDMT","30","494488","A","D","C","L","SE","34"
"2382","2019-10-22-16-35","Fraunhofer-IDMT","30","177624","A","D","C","L","SE","34"
"2383","2019-11-19-16-30","Langewiesener-Strasse","50","1759616","A","D","C","R","SE","34"
"2384","2019-11-19-15-25","Langewiesener-Strasse","50","376981","A","D","C","R","SE","34"
"2385","2019-11-18-16-40","Langewiesener-Strasse","50","1888824","A","D","T","L","SE","34"
"2386","2019-11-12-10-00","Schleusinger-Allee","70","405080","M","W","C","L","SE","34"
"2387","2019-11-12-09-00","Schleusinger-Allee","70","1203650","M","W","T","L","SE","34"
"2388","2019-11-12-16-00","Schleusinger-Allee","70","1191992","A","W","C","R","SE","34"
"2389","2019-11-18-15-45","Langewiesener-Strasse","50","2506664","A","D","C","L","SE","34"
"2390","2019-11-13-15-30","Schleusinger-Allee","70","27906","A","D","C","R","SE","34"
"2391","2019-11-12-16-00","Schleusinger-Allee","70","1489432","A","W","C","R","SE","34"
"2392","2019-11-13-15-55","Schleusinger-Allee","70","979373","A","D","T","L","SE","34"
"2393","2019-11-18-07-25","Langewiesener-Strasse","50","75853","M","D","C","L","SE","34"
"2394","2019-11-18-15-45","Langewiesener-Strasse","50","333848","A","D","C","R","SE","34"
"2395","2019-11-13-15-55","Schleusinger-Allee","70","1105149","A","D","C","L","SE","34"
"2396","2019-11-18-15-45","Langewiesener-Strasse","50","2316018","A","D","C","R","SE","34"
"2397","2019-11-19-07-25","Langewiesener-Strasse","50","2693408","M","D","C","R","SE","34"
"2398","2019-11-18-15-45","Langewiesener-Strasse","50","451832","A","D","C","L","SE","34"
"2399","2019-11-19-16-30","Langewiesener-Strasse","50","1335368","A","D","C","R","SE","34"
"2400","2019-11-18-07-25","Langewiesener-Strasse","50","1286743","M","D","C","R","SE","34"
"2401","2019-10-22-08-40","Fraunhofer-IDMT","30","2603970","M","D","C","L","SE","34"
"2402","2019-11-18-16-40","Langewiesener-Strasse","50","1286599","A","D","T","L","SE","34"
"2403","2019-11-19-07-25","Langewiesener-Strasse","50","2856128","M","D","C","R","SE","34"
"2404","2019-10-22-16-35","Fraunhofer-IDMT","30","1042071","A","D","M","R","SE","34"
"2405","2019-11-13-15-55","Schleusinger-Allee","70","2751568","A","D","C","L","SE","34"
"2406","2019-11-19-07-25","Langewiesener-Strasse","50","763592","M","D","C","L","SE","34"
"2407","2019-11-13-08-00","Schleusinger-Allee","70","2511160","M","W","C","L","SE","34"
"2408","2019-11-18-15-45","Langewiesener-Strasse","50","1165848","A","D","C","L","SE","34"
"2409","2019-11-12-09-00","Schleusinger-Allee","70","3319544","M","W","C","L","SE","34"
"2410","2019-11-18-07-25","Langewiesener-Strasse","50","877688","M","D","C","L","SE","34"
"2411","2019-11-12-16-00","Schleusinger-Allee","70","417848","A","W","C","R","SE","34"
"2412","2019-11-18-15-45","Langewiesener-Strasse","50","1416546","A","D","C","R","SE","34"
"2413","2019-11-19-08-30","Langewiesener-Strasse","50","1555160","M","D","C","R","SE","34"
"2414","2019-11-19-07-25","Langewiesener-Strasse","50","2699216","M","D","C","R","SE","34"
"2415","2019-11-12-16-00","Schleusinger-Allee","70","547448","A","W","C","R","SE","34"
"2416","2019-11-13-15-55","Schleusinger-Allee","70","1801197","A","D","C","L","SE","34"
"2417","2019-11-12-09-00","Schleusinger-Allee","70","1458946","M","W","C","L","SE","34"
"2418","2019-11-12-16-00","Schleusinger-Allee","70","322423","A","W","C","R","SE","34"
"2419","2019-11-19-16-30","Langewiesener-Strasse","50","575312","A","D","C","L","SE","34"
"2420","2019-11-19-16-30","Langewiesener-Strasse","50","109677","A","D","C","L","SE","34"
"2421","2019-11-18-15-45","Langewiesener-Strasse","50","2662664","A","D","C","R","SE","34"
"2422","2019-11-19-08-30","Langewiesener-Strasse","50","1674488","M","D","T","R","SE","34"
"2423","2019-11-18-15-45","Langewiesener-Strasse","50","1015832","A","D","C","L","SE","34"
"2424","2019-11-18-07-25","Langewiesener-Strasse","50","99426","M","D","C","L","SE","34"
"2425","2019-11-18-16-40","Langewiesener-Strasse","50","1463000","A","D","T","L","SE","34"
"2426","2019-11-19-08-30","Langewiesener-Strasse","50","804776","M","D","C","R","SE","34"
"2427","2019-11-18-07-25","Langewiesener-Strasse","50","291586","M","D","C","L","SE","34"
"2428","2019-11-19-15-25","Langewiesener-Strasse","50","2229986","A","D","C","L","SE","34"
"2429","2019-11-18-15-45","Langewiesener-Strasse","50","1979384","A","D","C","R","SE","34"
"2430","2019-11-13-15-55","Schleusinger-Allee","70","2379800","A","D","C","R","SE","34"
"2431","2019-11-19-07-25","Langewiesener-Strasse","50","393272","M","D","C","R","SE","34"
"2432","2019-11-19-15-25","Langewiesener-Strasse","50","1744872","A","D","C","L","SE","34"
"2433","2019-11-12-09-00","Schleusinger-Allee","70","510040","M","W","T","R","SE","34"
"2434","2019-10-23-16-20","Fraunhofer-IDMT","30","3162477","A","D","C","L","SE","34"
"2435","2020-08-29-14-02","Hohenwarte","unknown","2982540","M","D","M","R","SE","12"
"2436","2019-11-13-15-55","Schleusinger-Allee","70","2994216","A","D","C","R","SE","34"
"2437","2019-11-18-16-40","Langewiesener-Strasse","50","1854040","A","D","C","L","SE","34"
"2438","2019-11-19-07-25","Langewiesener-Strasse","50","328040","M","D","C","L","SE","34"
"2439","2019-11-19-15-25","Langewiesener-Strasse","50","753928","A","D","C","L","SE","34"
"2440","2019-11-12-09-00","Schleusinger-Allee","70","2080760","M","W","C","R","SE","34"
"2441","2019-11-13-15-55","Schleusinger-Allee","70","2094786","A","D","C","L","SE","34"
"2442","2019-11-19-15-25","Langewiesener-Strasse","50","2245784","A","D","C","R","SE","34"
"2443","2019-11-13-15-55","Schleusinger-Allee","70","736856","A","D","C","L","SE","34"
"2444","2019-11-19-07-25","Langewiesener-Strasse","50","989096","M","D","C","L","SE","34"
"2445","2019-11-19-15-25","Langewiesener-Strasse","50","1700760","A","D","C","R","SE","34"
"2446","2019-11-13-15-55","Schleusinger-Allee","70","2938141","A","D","C","R","SE","34"
"2447","2019-11-19-07-25","Langewiesener-Strasse","50","2806976","M","D","C","R","SE","34"
"2448","2019-11-18-15-45","Langewiesener-Strasse","50","482648","A","D","C","R","SE","34"
"2449","2019-11-19-16-30","Langewiesener-Strasse","50","1737440","A","D","C","R","SE","34"
"2450","2019-10-22-15-30","Fraunhofer-IDMT","30","3042861","A","D","C","R","SE","34"
"2451","2019-11-19-16-30","Langewiesener-Strasse","50","1647992","A","D","C","L","SE","34"
"2452","2019-11-19-07-25","Langewiesener-Strasse","50","3206960","M","D","T","R","SE","34"
"2453","2019-11-19-07-25","Langewiesener-Strasse","50","338072","M","D","C","R","SE","34"
"2454","2019-11-19-15-25","Langewiesener-Strasse","50","3174957","A","D","C","L","SE","34"
"2455","2019-10-23-08-35","Fraunhofer-IDMT","30","794050","M","D","C","R","SE","34"
"2456","2020-08-29-10-02","Hohenwarte","unknown","445803","M","D","M","R","SE","12"
"2457","2019-11-12-09-00","Schleusinger-Allee","70","440600","M","W","C","L","SE","34"
"2458","2019-11-18-16-40","Langewiesener-Strasse","50","2343197","A","D","C","R","SE","34"
"2459","2019-10-22-16-35","Fraunhofer-IDMT","30","459352","A","D","C","L","SE","34"
"2460","2019-11-19-16-30","Langewiesener-Strasse","50","791744","A","D","C","R","SE","34"
"2461","2019-11-18-07-25","Langewiesener-Strasse","50","1632008","M","D","C","R","SE","34"
"2462","2020-08-29-12-07","Hohenwarte","unknown","129666","M","D","M","R","SE","12"
"2463","2019-11-19-16-30","Langewiesener-Strasse","50","929120","A","D","C","L","SE","34"
"2464","2019-11-12-16-00","Schleusinger-Allee","70","1183832","A","W","C","L","SE","34"
"2465","2019-11-12-16-00","Schleusinger-Allee","70","621080","A","W","C","R","SE","34"
"2466","2019-11-19-15-25","Langewiesener-Strasse","50","1617480","A","D","C","L","SE","34"
"2467","2019-11-18-07-25","Langewiesener-Strasse","50","855560","M","D","C","R","SE","34"
"2468","2019-11-18-15-45","Langewiesener-Strasse","50","2564216","A","D","C","L","SE","34"
"2469","2019-11-19-07-25","Langewiesener-Strasse","50","2219000","M","D","C","L","SE","34"
"2470","2019-11-19-15-25","Langewiesener-Strasse","50","2162813","A","D","C","R","SE","34"
"2471","2019-11-19-15-25","Langewiesener-Strasse","50","3078338","A","D","C","L","SE","34"
"2472","2019-10-23-16-20","Fraunhofer-IDMT","30","1220973","A","D","C","R","SE","34"
"2473","2019-11-19-15-25","Langewiesener-Strasse","50","2370199","A","D","C","L","SE","34"
"2474","2019-11-19-15-25","Langewiesener-Strasse","50","3222573","A","D","C","L","SE","34"
"2475","2019-11-19-08-30","Langewiesener-Strasse","50","371744","M","D","T","L","SE","34"
"2476","2019-11-13-08-00","Schleusinger-Allee","70","2684424","M","W","C","L","SE","34"
"2477","2020-08-29-14-02","Hohenwarte","unknown","378726","M","D","M","L","SE","12"
"2478","2019-10-23-16-20","Fraunhofer-IDMT","30","351416","A","D","C","L","SE","34"
"2479","2019-11-18-16-40","Langewiesener-Strasse","50","102536","A","D","C","R","SE","34"
"2480","2019-10-22-15-30","Fraunhofer-IDMT","30","3289858","A","D","C","L","SE","34"
"2481","2019-11-19-15-25","Langewiesener-Strasse","50","1351032","A","D","C","L","SE","34"
"2482","2019-11-18-15-45","Langewiesener-Strasse","50","492872","A","D","C","L","SE","34"
"2483","2019-11-13-08-00","Schleusinger-Allee","70","269464","M","W","C","R","SE","34"
"2484","2019-11-18-16-40","Langewiesener-Strasse","50","1993328","A","D","C","R","SE","34"
"2485","2019-11-13-08-00","Schleusinger-Allee","70","3155048","M","W","T","R","SE","34"
"2486","2019-11-12-16-00","Schleusinger-Allee","70","73784","A","W","C","L","SE","34"
"2487","2019-11-18-16-40","Langewiesener-Strasse","50","2139842","A","D","T","L","SE","34"
"2488","2019-11-12-16-00","Schleusinger-Allee","70","738200","A","W","C","L","SE","34"
"2489","2019-11-12-09-00","Schleusinger-Allee","70","2691096","M","W","C","L","SE","34"
"2490","2019-11-18-16-40","Langewiesener-Strasse","50","2446834","A","D","C","R","SE","34"
"2491","2019-10-22-16-35","Fraunhofer-IDMT","30","327064","A","D","C","R","SE","34"
"2492","2019-11-18-16-40","Langewiesener-Strasse","50","1719512","A","D","C","L","SE","34"
"2493","2019-10-22-15-30","Fraunhofer-IDMT","30","2648845","A","D","C","R","SE","34"
"2494","2019-11-12-16-00","Schleusinger-Allee","70","1114520","A","W","C","R","SE","34"
"2495","2019-11-13-15-55","Schleusinger-Allee","70","1947522","A","D","C","R","SE","34"
"2496","2019-11-12-09-00","Schleusinger-Allee","70","3101997","M","W","C","L","SE","34"
"2497","2020-08-29-14-02","Hohenwarte","unknown","5200036","M","D","M","L","SE","12"
"2498","2019-11-19-16-30","Langewiesener-Strasse","50","1508816","A","D","C","L","SE","34"
"2499","2019-11-18-15-45","Langewiesener-Strasse","50","2487391","A","D","C","R","SE","34"
"2500","2019-11-12-10-00","Schleusinger-Allee","70","712600","M","W","C","R","SE","34"
"2501","2019-10-23-16-20","Fraunhofer-IDMT","30","862616","A","D","C","L","SE","34"
"2502","2019-11-12-16-00","Schleusinger-Allee","70","2132760","A","W","C","R","SE","34"
"2503","2019-11-18-07-25","Langewiesener-Strasse","50","1485656","M","D","C","L","SE","34"
"2504","2019-11-19-07-25","Langewiesener-Strasse","50","3379376","M","D","C","L","SE","34"
"2505","2020-08-29-14-02","Hohenwarte","unknown","2905860","M","D","M","R","SE","12"
"2506","2019-11-19-15-25","Langewiesener-Strasse","50","3257154","A","D","C","L","SE","34"
"2507","2019-10-22-08-40","Fraunhofer-IDMT","30","2771672","M","D","C","R","SE","34"
"2508","2020-08-29-14-02","Hohenwarte","unknown","1559846","M","D","M","L","SE","12"
"2509","2019-11-18-16-40","Langewiesener-Strasse","50","239426","A","D","C","L","SE","34"
"2510","2019-11-19-08-30","Langewiesener-Strasse","50","428096","M","D","C","L","SE","34"
"2511","2019-11-18-15-45","Langewiesener-Strasse","50","2173797","A","D","C","L","SE","34"
"2512","2020-08-29-12-07","Hohenwarte","unknown","816213","M","D","M","R","SE","12"
"2513","2019-11-19-07-25","Langewiesener-Strasse","50","1312088","M","D","C","R","SE","34"
"2514","2019-11-19-08-30","Langewiesener-Strasse","50","384632","M","D","C","L","SE","34"
"2515","2019-11-18-07-25","Langewiesener-Strasse","50","423864","M","D","C","R","SE","34"
"2516","2019-11-19-15-25","Langewiesener-Strasse","50","991624","A","D","C","L","SE","34"
"2517","2019-11-19-15-25","Langewiesener-Strasse","50","889864","A","D","C","R","SE","34"
"2518","2019-11-18-15-45","Langewiesener-Strasse","50","1043528","A","D","C","L","SE","34"
"2519","2019-11-18-16-40","Langewiesener-Strasse","50","85592","A","D","C","L","SE","34"
"2520","2019-11-19-07-25","Langewiesener-Strasse","50","939872","M","D","C","L","SE","34"
"2521","2019-11-18-15-45","Langewiesener-Strasse","50","2122239","A","D","C","R","SE","34"
"2522","2019-11-18-16-40","Langewiesener-Strasse","50","632146","A","D","C","R","SE","34"
"2523","2019-11-18-15-45","Langewiesener-Strasse","50","1287853","A","D","C","L","SE","34"
"2524","2019-10-22-16-35","Fraunhofer-IDMT","30","1255917","A","D","C","L","SE","34"
"2525","2019-11-19-07-25","Langewiesener-Strasse","50","218984","M","D","C","R","SE","34"
"2526","2019-11-12-16-00","Schleusinger-Allee","70","156488","A","W","C","L","SE","34"
"2527","2019-11-12-16-00","Schleusinger-Allee","70","1098680","A","W","C","R","SE","34"
"2528","2019-11-18-07-25","Langewiesener-Strasse","50","1017416","M","D","C","R","SE","34"
"2529","2019-11-18-15-45","Langewiesener-Strasse","50","1268248","A","D","C","R","SE","34"
"2530","2019-11-13-15-30","Schleusinger-Allee","70","438125","A","D","T","R","SE","34"
"2531","2019-11-19-15-25","Langewiesener-Strasse","50","963912","A","D","C","L","SE","34"
"2532","2020-08-29-14-02","Hohenwarte","unknown","4660624","M","D","M","L","SE","12"
"2533","2019-10-23-16-20","Fraunhofer-IDMT","30","1640984","A","D","C","L","SE","34"
"2534","2019-11-19-15-25","Langewiesener-Strasse","50","3274626","A","D","C","R","SE","34"
"2535","2019-11-19-15-25","Langewiesener-Strasse","50","665624","A","D","C","L","SE","34"
"2536","2019-11-19-08-30","Langewiesener-Strasse","50","452240","M","D","T","L","SE","34"
"2537","2019-11-18-07-25","Langewiesener-Strasse","50","736424","M","D","C","R","SE","34"
"2538","2019-11-19-15-25","Langewiesener-Strasse","50","2241666","A","D","C","L","SE","34"
"2539","2019-11-19-15-25","Langewiesener-Strasse","50","2829400","A","D","C","L","SE","34"
"2540","2019-11-18-15-45","Langewiesener-Strasse","50","162626","A","D","C","L","SE","34"
"2541","2019-11-18-07-25","Langewiesener-Strasse","50","851048","M","D","C","R","SE","34"
"2542","2019-11-19-15-25","Langewiesener-Strasse","50","958312","A","D","T","L","SE","34"
"2543","2019-11-13-15-55","Schleusinger-Allee","70","2904410","A","D","C","L","SE","34"
"2544","2019-10-23-08-35","Fraunhofer-IDMT","30","231576","M","D","T","L","SE","34"
"2545","2019-11-18-07-25","Langewiesener-Strasse","50","1654424","M","D","C","L","SE","34"
"2546","2019-11-19-15-25","Langewiesener-Strasse","50","318853","A","D","C","R","SE","34"
"2547","2019-11-18-07-25","Langewiesener-Strasse","50","1004072","M","D","C","R","SE","34"
"2548","2019-10-22-08-40","Fraunhofer-IDMT","30","2848952","M","D","C","L","SE","34"
"2549","2019-11-13-15-55","Schleusinger-Allee","70","945293","A","D","T","R","SE","34"
"2550","2019-11-13-08-00","Schleusinger-Allee","70","42648","M","W","C","R","SE","34"
"2551","2019-10-23-08-35","Fraunhofer-IDMT","30","3490200","M","D","C","R","SE","34"
"2552","2019-11-19-16-30","Langewiesener-Strasse","50","1330472","A","D","C","R","SE","34"
"2553","2019-11-18-16-40","Langewiesener-Strasse","50","1516856","A","D","C","L","SE","34"
"2554","2019-11-19-15-25","Langewiesener-Strasse","50","286634","A","D","C","R","SE","34"
"2555","2019-11-19-15-25","Langewiesener-Strasse","50","3470658","A","D","C","L","SE","34"
"2556","2019-11-19-16-30","Langewiesener-Strasse","50","745232","A","D","C","R","SE","34"
"2557","2019-11-18-15-45","Langewiesener-Strasse","50","1187778","A","D","C","L","SE","34"
"2558","2019-11-12-09-00","Schleusinger-Allee","70","2519000","M","W","C","L","SE","34"
"2559","2019-11-18-16-40","Langewiesener-Strasse","50","31543","A","D","C","R","SE","34"
"2560","2019-11-19-15-25","Langewiesener-Strasse","50","2405122","A","D","C","R","SE","34"
"2561","2019-11-12-16-00","Schleusinger-Allee","70","2111320","A","W","T","R","SE","34"
"2562","2019-11-18-07-25","Langewiesener-Strasse","50","346093","M","D","C","L","SE","34"
"2563","2019-11-19-15-25","Langewiesener-Strasse","50","11936","A","D","C","L","SE","34"
"2564","2019-10-22-15-30","Fraunhofer-IDMT","30","1514285","A","D","C","L","SE","34"
"2565","2019-11-18-15-45","Langewiesener-Strasse","50","2018509","A","D","C","R","SE","34"
"2566","2019-10-22-16-35","Fraunhofer-IDMT","30","1353709","A","D","C","R","SE","34"
"2567","2019-11-12-10-00","Schleusinger-Allee","70","890840","M","W","C","R","SE","34"
"2568","2019-11-19-15-25","Langewiesener-Strasse","50","3177880","A","D","C","L","SE","34"
"2569","2019-11-19-16-30","Langewiesener-Strasse","50","1279088","A","D","C","L","SE","34"
"2570","2019-11-13-08-00","Schleusinger-Allee","70","643976","M","W","T","L","SE","34"
"2571","2019-11-18-15-45","Langewiesener-Strasse","50","2192706","A","D","C","L","SE","34"
"2572","2019-11-18-07-25","Langewiesener-Strasse","50","425752","M","D","C","R","SE","34"
"2573","2019-10-22-08-40","Fraunhofer-IDMT","30","3351176","M","D","C","R","SE","34"
"2574","2019-11-19-15-25","Langewiesener-Strasse","50","1022200","A","D","C","R","SE","34"
"2575","2019-11-19-07-25","Langewiesener-Strasse","50","783176","M","D","C","R","SE","34"
"2576","2020-08-29-14-02","Hohenwarte","unknown","869928","M","D","M","R","SE","12"
"2577","2019-11-18-07-25","Langewiesener-Strasse","50","785096","M","D","C","R","SE","34"
"2578","2019-11-18-16-40","Langewiesener-Strasse","50","440280","A","D","C","R","SE","34"
"2579","2019-11-19-07-25","Langewiesener-Strasse","50","2696168","M","D","C","R","SE","34"
"2580","2019-11-13-08-00","Schleusinger-Allee","70","1241192","M","W","C","L","SE","34"
"2581","2019-11-18-16-40","Langewiesener-Strasse","50","2108706","A","D","C","R","SE","34"
"2582","2019-11-18-15-45","Langewiesener-Strasse","50","2117890","A","D","C","R","SE","34"
"2583","2019-11-12-09-00","Schleusinger-Allee","70","932557","M","W","C","R","SE","34"
"2584","2019-11-18-15-45","Langewiesener-Strasse","50","2115986","A","D","C","R","SE","34"
"2585","2019-11-12-09-00","Schleusinger-Allee","70","2586477","M","W","T","R","SE","34"
"2586","2019-11-19-15-25","Langewiesener-Strasse","50","92258","A","D","C","R","SE","34"
"2587","2019-10-22-15-30","Fraunhofer-IDMT","30","447224","A","D","C","L","SE","34"
"2588","2019-11-19-15-25","Langewiesener-Strasse","50","1155320","A","D","C","R","SE","34"
"2589","2019-11-12-09-00","Schleusinger-Allee","70","2485496","M","W","C","R","SE","34"
"2590","2019-11-18-15-45","Langewiesener-Strasse","50","973976","A","D","T","L","SE","34"
"2591","2019-11-12-16-00","Schleusinger-Allee","70","78008","A","W","C","R","SE","34"
"2592","2019-11-19-15-25","Langewiesener-Strasse","50","1136136","A","D","C","R","SE","34"
"2593","2019-11-19-08-30","Langewiesener-Strasse","50","413480","M","D","C","R","SE","34"
"2594","2019-11-13-08-00","Schleusinger-Allee","70","2308712","M","W","C","L","SE","34"
"2595","2019-11-19-16-30","Langewiesener-Strasse","50","345920","A","D","C","L","SE","34"
"2596","2019-11-19-15-25","Langewiesener-Strasse","50","2366338","A","D","C","L","SE","34"
"2597","2019-11-12-10-00","Schleusinger-Allee","70","1162520","M","W","C","L","SE","34"
"2598","2020-08-29-16-07","Hohenwarte","unknown","1649113","M","D","M","R","SE","12"
"2599","2019-11-19-07-25","Langewiesener-Strasse","50","2197424","M","D","C","R","SE","34"
"2600","2019-11-12-16-00","Schleusinger-Allee","70","1893080","A","W","C","R","SE","34"
"2601","2019-10-23-16-20","Fraunhofer-IDMT","30","2366829","A","D","C","L","SE","34"
"2602","2019-11-12-10-00","Schleusinger-Allee","70","842680","M","W","C","R","SE","34"
"2603","2019-11-19-15-25","Langewiesener-Strasse","50","2530413","A","D","C","L","SE","34"
"2604","2019-10-22-08-40","Fraunhofer-IDMT","30","1709976","M","D","C","R","SE","34"
"2605","2019-10-23-08-35","Fraunhofer-IDMT","30","2199192","M","D","C","R","SE","34"
"2606","2019-11-19-07-25","Langewiesener-Strasse","50","2064295","M","D","C","R","SE","34"
"2607","2019-11-19-16-30","Langewiesener-Strasse","50","143042","A","D","C","R","SE","34"
"2608","2019-11-18-16-40","Langewiesener-Strasse","50","49976","A","D","C","L","SE","34"
"2609","2019-11-13-15-55","Schleusinger-Allee","70","2798234","A","D","T","L","SE","34"
"2610","2019-11-19-15-25","Langewiesener-Strasse","50","884488","A","D","C","L","SE","34"
"2611","2019-11-19-07-25","Langewiesener-Strasse","50","379784","M","D","C","R","SE","34"
"2612","2019-11-19-08-30","Langewiesener-Strasse","50","1549304","M","D","C","R","SE","34"
"2613","2019-10-22-15-30","Fraunhofer-IDMT","30","3358776","A","D","C","L","SE","34"
"2614","2019-11-18-07-25","Langewiesener-Strasse","50","1130455","M","D","C","R","SE","34"
"2615","2019-11-13-08-00","Schleusinger-Allee","70","575864","M","W","T","R","SE","34"
"2616","2020-08-29-16-07","Hohenwarte","unknown","594933","M","D","M","L","SE","12"
"2617","2019-11-19-16-30","Langewiesener-Strasse","50","282920","A","D","T","R","SE","34"
"2618","2019-11-19-15-25","Langewiesener-Strasse","50","1506312","A","D","C","R","SE","34"
"2619","2019-11-12-09-00","Schleusinger-Allee","70","2379704","M","W","T","L","SE","34"
"2620","2019-11-13-15-30","Schleusinger-Allee","70","907458","A","D","C","L","SE","34"
"2621","2019-10-23-08-35","Fraunhofer-IDMT","30","121816","M","D","C","L","SE","34"
"2622","2019-10-22-08-40","Fraunhofer-IDMT","30","2149848","M","D","C","R","SE","34"
"2623","2019-11-18-15-45","Langewiesener-Strasse","50","980360","A","D","C","L","SE","34"
"2624","2019-10-23-16-20","Fraunhofer-IDMT","30","528535","A","D","C","L","SE","34"
"2625","2019-11-12-10-00","Schleusinger-Allee","70","1202029","M","W","C","R","SE","34"
"2626","2019-11-13-08-00","Schleusinger-Allee","70","2315768","M","W","C","L","SE","34"
"2627","2019-11-12-09-00","Schleusinger-Allee","70","1856504","M","W","C","L","SE","34"
"2628","2019-11-12-09-00","Schleusinger-Allee","70","2162168","M","W","C","R","SE","34"
"2629","2019-11-19-15-25","Langewiesener-Strasse","50","475728","A","D","C","L","SE","34"
"2630","2019-11-19-16-30","Langewiesener-Strasse","50","595544","A","D","T","L","SE","34"
"2631","2019-11-12-16-00","Schleusinger-Allee","70","678296","A","W","C","R","SE","34"
"2632","2019-10-22-08-40","Fraunhofer-IDMT","30","2565293","M","D","T","L","SE","34"
"2633","2019-10-22-08-40","Fraunhofer-IDMT","30","1893976","M","D","C","R","SE","34"
